document_id,set,question,answer1,answer2,question_tokenized,answer1_tokenized,answer2_tokenized,question_span_grounded,question_linenum,answer_span_grounded,answer_linenum,mention1,mention1_globalpos,mention1_chapterpos,mention1_chapterindex,mention2,mention2_globalpos,mention2_chapterpos,mention2_chapterindex
b236a647b02cd1b003edbf96ab501e8d6aea6c6d,test,Who is Agness?,Jake's second wife.,Jake's second wife.,Who is Agness ?,Jake s second wife .,Jake s second wife .,AGNESS,303,wife,4880,AGNESS,10065:10071,1596:1602,1,wife,174552:174556,920:924,90
b2ea4fae4188c23a975683eaeb43ed2ac698f7c0,train,Who is Kimball O'Hara?,The son of an Irish soldier and Irish mother who both died in poverty.,He is an orphan.,Who is Kimball O'Hara ?,The son of an Irish soldier and Irish mother who both died in poverty .,He is an orphan .,Kimball O’Hara,74,orphan,7048,Kimball O’Hara,2071:2085,1173:1187,8,orphan,323345:323351,33066:33072,16
b2ea4fae4188c23a975683eaeb43ed2ac698f7c0,train,Who is Mahbub Ali?,A member of the British SS and a horse trader.,A native operative of the British Secret service.,Who is Mahbub Ali ?,A member of the British SS and a horse trader .,A native operative of the British Secret service .,Mahbub Ali,774,the horse-trader,774,Mahbub Ali,35774:35784,34876:34886,8,the horse-trader,35786:35802,34888:34904,8
b2fd5522ca8f334235d3e481ff91ddd982e84d02,train,WHO IS ROHASENA TO CHARUDATTA?,HIS SON,his son,WHO IS ROHASENA TO CHARUDATTA ?,HIS SON,his son,Rohasena,724,son,761,Rohasena,32650:32658,32650:32658,0,son,34766:34769,34766:34769,0
b2fd5522ca8f334235d3e481ff91ddd982e84d02,train,WHO IS VASANTHASENA TO CHARUDATTA?,HIS MISTRISS,His mistress.,WHO IS VASANTHASENA TO CHARUDATTA ?,HIS MISTRISS,His mistress .,Vasantasenā,4995,mistress,5319,Vasantasenā,179131:179142,19745:19756,5,mistress,189002:189010,1576:1584,6
b2fd5522ca8f334235d3e481ff91ddd982e84d02,train,WHO IS MADANIKA TO VASANTHASENA?,HER SLAVE,Her slave,WHO IS MADANIKA TO VASANTHASENA ?,HER SLAVE,Her slave,Madanikā,3888,me,4000,Madanikā,139758:139766,10376:10384,4,me,143010:143012,13628:13630,4
b2fd5522ca8f334235d3e481ff91ddd982e84d02,train,WHO IS SARVILAKA TO MADANIKA?,HER LOVER,Her lover .,WHO IS SARVILAKA TO MADANIKA ?,HER LOVER,Her lover .,Sharvilaka,4038,lord,4035,Sharvilaka,144302:144312,14920:14930,4,lord,144240:144244,14858:14862,4
b38ea90791d8f8be86027c57edcea26dba5fcb44,test,Who is George Somerset?,Paula's architect,An architecht from London,Who is George Somerset ?,Paula s architect,An architecht from London,George Somerset,173,architect,3089,George Somerset,7871:7886,5093:5108,1,architect,157147:157156,6091:6100,10
b38ea90791d8f8be86027c57edcea26dba5fcb44,test,Who is George Somerset?,An architect employed by Paula Power,an architect,Who is George Somerset ?,An architect employed by Paula Power,an architect,Somerset,1086,architect,2822,Somerset,59078:59086,8097:8105,4,architect,145331:145340,6988:6997,9
b3a2d33cda85a84d90b6a4a9f88ab920e2c9643f,test,Who is Constance in relation to Cesar?,his wife,Constance is Cesar's wife.,Who is Constance in relation to Cesar ?,his wife,Constance is Cesar s wife .,Constance,172,wife,11617,Constance,8118:8127,8118:8127,0,wife,621191:621195,7943:7947,12
b3a2d33cda85a84d90b6a4a9f88ab920e2c9643f,test,Who is Cesar's wife?,Constance,Constance.,Who is Cesar s wife ?,Constance,Constance .,wife,172,Constance,597,wife,8087:8091,8087:8091,0,Constance,33404:33413,33404:33413,0
b510383c844f4f423a9e5ca63daa4b665916aa96,test,Who is Maia to Arnold Rubek? ,His wife.,She is his wife.,Who is Maia to Arnold Rubek ?,His wife .,She is his wife .,MAIA,185,wife,4399,MAIA,7948:7952,996:1000,1,wife,88282:88286,37753:37757,2
b510383c844f4f423a9e5ca63daa4b665916aa96,test,Who is Irena to Arnold?,"The former model of his sculpture called ""Resurrection"". ",She is his artistic muse and nude model.,Who is Irena to Arnold ?,The former model of his sculpture called Resurrection .,She is his artistic muse and nude model .,Irene,1540,model,2037,Irene,34757:34762,27805:27810,1,model,42488:42493,35536:35541,1
b61541153e7d52f0238fb8014efbad42728143fa,test,"Who is Delia, really?",Mrs. Malaprop.,Mrs. Malaprop.,"Who is Delia , really ?",Mrs. Malaprop .,Mrs. Malaprop .,Delia,1832,Mrs. Malaprop,4913,Delia,61542:61547,25257:25262,2,Mrs. Malaprop,159950:159963,31659:31672,5
b73035c123d8fab8f2be18dd9759bedbf1bbaf20,train,Who is Nabote?,The Queen of the Faries,The Queen of the Fairies,Who is Nabote ?,The Queen of the Faries,The Queen of the Fairies,Nabote,6769,she,6899,Nabote,396165:396171,394569:394575,1,she,404392:404395,402796:402799,1
b833410a8ff29952ca664319cb3462f2fd07d4f9,valid,Who is Dwayne Murney?,The vice principal,Dwayne Murney is the vice principal of the school.,Who is Dwayne Murney ?,The vice principal,Dwayne Murney is the vice principal of the school .,MURNEY,2135,vice principal,2084,MURNEY,84878:84884,169:175,32,vice principal,82714:82728,542:556,31
bb6376e342dc66b433066219e35995b491923a16,test,Who is Iola's grandmother?,Harriet,Harriet,Who is Iola s grandmother ?,Harriet,Harriet,grandmother,6104,Harriet,5020,grandmother,295058:295069,9342:9353,24,Harriet,244624:244631,6815:6822,20
bddb5d539d43bd3d63ca9ff7266e424eb5854521,valid,Who is Verdell?,Simon's dog.,Simon's dog ,Who is Verdell ?,Simon s dog .,Simon s dog,Verdell,297,dog,1094,Verdell,9184:9191,9184:9191,0,dog,28590:28593,5211:5214,1
bfa4337d607ac8fc05b9fe976d4f166d96cd99c4,train,Who is Yanko Goorall?,The emigrant,An emigrant from Central Europe,Who is Yanko Goorall ?,The emigrant,An emigrant from Central Europe,Yanko,859,emigrant,240,Yanko,53163:53168,4196:4201,1,emigrant,13216:13224,13216:13224,0
bfa4337d607ac8fc05b9fe976d4f166d96cd99c4,train,Who is Johnny?,Amy and Yanko's son.,Yanko and Amy's son.,Who is Johnny ?,Amy and Yanko s son .,Yanko and Amy s son .,Johnny,1126,child,98,Johnny,67746:67752,18779:18785,1,child,4549:4554,4549:4554,0
bfd50b1cf73709308ab4ad727d829c5fca23480c,test,Who is Whistler to Blade? ,An old friend.,He is an old friend,Who is Whistler to Blade ?,An old friend .,He is an old friend,Whistler,1014,old man,4210,Whistler,31328:31336,31328:31336,0,old man,119422:119429,58498:58505,1
bff116935a9696fc3351f49dd8a45a1ad9986458,test,Who is lthe attorneys wife?,Amaranta,amaranta,Who is lthe attorneys wife ?,Amaranta,amaranta,wife,6019,Amaranta,5738,wife,145638:145642,78944:78948,16,Amaranta,138468:138476,71774:71782,16
bff116935a9696fc3351f49dd8a45a1ad9986458,test,Who is Ascencio?,Henriques son,Jamie's friend.,Who is Ascencio ?,Henriques son,Jamie s friend .,Asc,239,Boy,294,Asc,5713:5716,5713:5716,0,Boy,7576:7579,7576:7579,0
bff116935a9696fc3351f49dd8a45a1ad9986458,test,Who is octavio?,Ascencio. Step dad,Ascanio's pretended father.,Who is octavio ?,Ascencio . Step dad,Ascanio s pretended father .,Octavio,731,you,856,Octavio,19096:19103,19096:19103,0,you,22287:22290,22287:22290,0
c002791c4ff779710ca7ba8d8cde2ac4b27d28b3,train,Who is Tarr?,A British spy who insists there is a British intelligence mole. ,A spy brittish,Who is Tarr ?,A British spy who insists there is a British intelligence mole .,A spy brittish,TUFTY THESINGER,2901,spy,2902,TUFTY THESINGER,94377:94392,944:959,47,spy,94426:94429,993:996,47
c0aa30a9c4eeace0c59ae36a6f9387b553e8c245,train,WHO IS APAECIDES TO IONE?,HER BROTHER,He rescued her from Arbaces.,WHO IS APAECIDES TO IONE ?,HER BROTHER,He rescued her from Arbaces .,Apaecides,1543,brother,5755,Apaecides,74745:74754,10563:10572,4,brother,293435:293442,200:207,17
c0aa30a9c4eeace0c59ae36a6f9387b553e8c245,train,Who is Ione's former guardian?,Arbaces,Arbaces,Who is Ione s former guardian ?,Arbaces,Arbaces,guardian,5979,Arbaces,1368,guardian,305411:305419,12176:12184,17,Arbaces,64318:64325,136:143,4
c231d777e69681b32aff6a29bcb70932bc60c0a9,test,Who is Ellen to Robert?,His wife.,his spouse,Who is Ellen to Robert ?,His wife .,his spouse,Ellen,415,wife,2502,Ellen,15085:15090,7475:7480,3,wife,93829:93833,72996:73000,4
c2e872845e99f82ddfa5a3ed84f985a04b6729e6,test,Who is David Dokos?,George's neighbor who is trying to stop the construction of the house because it is 6 inches too tall,George's neighbor,Who is David Dokos ?,George s neighbor who is trying to stop the construction of the house because it is 6 inches too tall,George s neighbor,DAVID DOKOS,330,He,6206,DAVID DOKOS,12563:12574,12563:12574,0,He,230595:230597,14508:14510,8
