document_id,set,question,answer1,answer2,question_tokenized,answer1_tokenized,answer2_tokenized
216a7a5535571aae2842944a3529fae1f664cb0f,train,Who is Marie's fiance?,Victor de Gisons,Victor de Gisons,Who is Marie s fiance ?,Victor de Gisons,Victor de Gisons
229bcf6a72dbf68b2b074ab4266fa677da43f68d,train,Who is Eyolf?,Eyolf was the son of Alfred ans Rita,son of Alfred & Rita,Who is Eyolf ?,Eyolf was the son of Alfred ans Rita,son of Alfred & Rita
229bcf6a72dbf68b2b074ab4266fa677da43f68d,train,Who is  Astar?,Alfred's sister,Alfred's sister,Who is Astar ?,Alfred s sister,Alfred s sister
22d1af3e29dc599ec0634fe860359027adea6944,test,Who is Grayes' employer?,Miss Aldclyffe,Miss Aldclyffe,Who is Grayes ' employer ?,Miss Aldclyffe,Miss Aldclyffe
22d1af3e29dc599ec0634fe860359027adea6944,test,Who is Grayes' brother?,Edward,the local rector,Who is Grayes ' brother ?,Edward,the local rector
22d80f4823a64ed818417fcf2d172222f0f18bbf,train,Who is Darryl? ,Darryl is Marcus' best friend,Marcus's best friend,Who is Darryl ?,Darryl is Marcus ' best friend,Marcus s best friend
23fa36d9def95414a50968d216460d52f3dd3653,train,Who is Ventidius?,A Roman General,A Roman general,Who is Ventidius ?,A Roman General,A Roman general
2527b96b0a25841507a88966736c4e40181db6c9,train,Who is Angelo Dundee?,Clay's trainer/manager.,Ali's trainer and manager.,Who is Angelo Dundee ?,Clay s trainer/manager .,Ali s trainer and manager .
2527b96b0a25841507a88966736c4e40181db6c9,train,Who is Sonji Roi to Ali?,His first wife,His ex-wife.,Who is Sonji Roi to Ali ?,His first wife,His ex-wife .
254ce2e2522625e70a10c88ef265769083049b46,train,Who was Botton Bright? ,A cute and weatlhly little boy.,a little boy,Who was Botton Bright ?,A cute and weatlhly little boy .,a little boy
254ce2e2522625e70a10c88ef265769083049b46,train,Who was Polychrome?,Daughter of the rainbow.,The daughter of the rainbow,Who was Polychrome ?,Daughter of the rainbow .,The daughter of the rainbow
254ce2e2522625e70a10c88ef265769083049b46,train,Who was Polychrome?,Polychrome was the daughter of Rainbow,the daughter of a rainbow,Who was Polychrome ?,Polychrome was the daughter of Rainbow,the daughter of a rainbow
25643d5e536303284b5c4148ab4243671580adeb,train,Who is Remmo Gaggi?,The Chicago mafia boss.,A Mafia boss.,Who is Remmo Gaggi ?,The Chicago mafia boss .,A Mafia boss .
25643d5e536303284b5c4148ab4243671580adeb,train,Who was Remo Gaggi?,Mafia boss,A mafia boss.,Who was Remo Gaggi ?,Mafia boss,A mafia boss .
265fa34cf1f2c6145cce7ee9402bb3af6d898624,train,Who was a pathological liar?,Sam was a pathological liar.,Sam,Who was a pathological liar ?,Sam was a pathological liar .,Sam
266f5b2295980ad31b5090a6c51b69055c87b3a7,train,Who is Elle's boyfriend?,Warner Huntington III,Warner,Who is Elle s boyfriend ?,Warner Huntington III,Warner
269ffd1de413e4556ac009ffabd821a869fdf75d,train,Who is Clotilde?,Pascal's niece,Pascal's niece,Who is Clotilde ?,Pascal s niece,Pascal s niece
269ffd1de413e4556ac009ffabd821a869fdf75d,train,Who is Tante Dide?,Pascal's grandmother,Pascal's grandmother,Who is Tante Dide ?,Pascal s grandmother,Pascal s grandmother
269ffd1de413e4556ac009ffabd821a869fdf75d,train,Who is Antoine Macquart?,Pascal's alcoholic uncle,Felicite's brother-in-law. ,Who is Antoine Macquart ?,Pascal s alcoholic uncle,Felicite s brother-in-law .
26da72cfd563728fc90c2a808a9c6f076fa4e815,train,Who is Carnegie's mistress?,Claudia,Claudia,Who is Carnegie s mistress ?,Claudia,Claudia
26da72cfd563728fc90c2a808a9c6f076fa4e815,train,Who is Claudia?,Carnegie's blind mistress.,Carnegie's mistress who is blind,Who is Claudia ?,Carnegie s blind mistress .,Carnegie s mistress who is blind
27118c9662889769c25d52ff3b870b596d743518,valid,Who is Pandarus?,Criseyde's uncle.,Criseyde's uncle,Who is Pandarus ?,Criseyde s uncle .,Criseyde s uncle
27118c9662889769c25d52ff3b870b596d743518,valid,Who is Calchas' daughter?,Criseyde,Cirseyde ,Who is Calchas ' daughter ?,Criseyde,Cirseyde
276006bb1b1bd92dca33b940d92fdb97b818f906,test,Who is Laura Newton?,The President's daughter.,The president's daughter.,Who is Laura Newton ?,The President s daughter .,The president s daughter .
276006bb1b1bd92dca33b940d92fdb97b818f906,test,Who is Robert Scott?,A former Force Recon Master Gunnery Sergeant.,A delta force cadre member.  ,Who is Robert Scott ?,A former Force Recon Master Gunnery Sergeant .,A delta force cadre member .
27ad3a0a84489109ca5d3cc4bf3b8b74a7b8ed9a,train,Who is a child psychologist in Philadelphia?,Dr. Malcolm Crowe,Dr. Malcolm Crowe.,Who is a child psychologist in Philadelphia ?,Dr. Malcolm Crowe,Dr. Malcolm Crowe .
295d5533ffd87d5ff68f51902e13559bac902085,train,Who is Jeffrey Aspern?,A dead American poet who has become famous,A famous and now dead American poet,Who is Jeffrey Aspern ?,A dead American poet who has become famous,A famous and now dead American poet
295d5533ffd87d5ff68f51902e13559bac902085,train,Who is Jeffrey Aspern?,a famous dead American poet,A dead American poet. ,Who is Jeffrey Aspern ?,a famous dead American poet,A dead American poet .
295d5533ffd87d5ff68f51902e13559bac902085,train,Who was Jeffrey to Juliana?,An old lover,An old lover.,Who was Jeffrey to Juliana ?,An old lover,An old lover .
29b3a0b4e9bd807c59912ec69f4617e1fa5c6a3e,test,Who is Mirabell's former lover?,Mrs. Fainall,Mrs. Fainall,Who is Mirabell s former lover ?,Mrs. Fainall,Mrs. Fainall
29b3a0b4e9bd807c59912ec69f4617e1fa5c6a3e,test,Who is Lady Wishfort's female servant?,Foible,Foible,Who is Lady Wishfort s female servant ?,Foible,Foible
2a5fa9ea07b66ac0c558f0148e79aa8f48d2d773,train,Who is Bartley's mistress?,Hilda,Hilda Burgoyne.,Who is Bartley s mistress ?,Hilda,Hilda Burgoyne .
2a74184610bf91866dbdf37cba0b874dfc748a86,valid,Who is Cratylus?,He is a disciple of Heraclitus.,A disciple of Heraclitus.,Who is Cratylus ?,He is a disciple of Heraclitus .,A disciple of Heraclitus .
2a74184610bf91866dbdf37cba0b874dfc748a86,valid,Who is Cratylus a disciple of?,Hericlitus ,Heraclitus.,Who is Cratylus a disciple of ?,Hericlitus,Heraclitus .
2b0d41cec61dc3b7faf7a011051cdbcacb55050b,train,Who is Leonard Merch?,Leonard Merch is a rapist that is blamed for Robin's death.,A rapist.,Who is Leonard Merch ?,Leonard Merch is a rapist that is blamed for Robin s death .,A rapist .
2b5468141ef0e57d4635249e7d9d9ff6039d18f4,train,Who is Jasper Leigh?,The person employed by Lionel to kidnap his brother Oliver. ,The man who kidnapped Oliver,Who is Jasper Leigh ?,The person employed by Lionel to kidnap his brother Oliver .,The man who kidnapped Oliver
2b5d19eb7767f089cf6b5cee04106b964962eb00,train,Who is Tugg's agent?,Rick Peck,rick peck,Who is Tugg s agent ?,Rick Peck,rick peck
2b9fe583527a8ceb95eea02144cd628a961c2ad4,train,Who is Jody's girlfriend?,Dil,Dil,Who is Jody s girlfriend ?,Dil,Dil
2c882e70f540d28c884fcedd83fc2c893c6dcbdf,train,Who is Jennie's daughter?,Vesta.,Vesta,Who is Jennie s daughter ?,Vesta .,Vesta
2c882e70f540d28c884fcedd83fc2c893c6dcbdf,train,Who is Vesta?,Jennies daughter,Jennies daughter,Who is Vesta ?,Jennies daughter,Jennies daughter
2c882e70f540d28c884fcedd83fc2c893c6dcbdf,train,Who is Letty?,A rich widow who marries Lester,An affluent widow who marries Kane.,Who is Letty ?,A rich widow who marries Lester,An affluent widow who marries Kane .
2caed8cd33002af756cef1c108986384a0b7066b,train,Who is Maria?,Harold's neighbor whom he likes.,Harold's neighbor and love interest.,Who is Maria ?,Harold s neighbor whom he likes .,Harold s neighbor and love interest .
2caed8cd33002af756cef1c108986384a0b7066b,train,Who was Harold Lee?,He is an investment banker.,An investment banker.,Who was Harold Lee ?,He is an investment banker .,An investment banker .
2caed8cd33002af756cef1c108986384a0b7066b,train,Who was Maria?,Harold's neighbor.,Harold's neighbor,Who was Maria ?,Harold s neighbor .,Harold s neighbor
2cf851eeec79ada442b42d8d17d99cf24dbbb157,train,Who is an amateur dramatist? ,Littlewit,Littlewit,Who is an amateur dramatist ?,Littlewit,Littlewit
2cf851eeec79ada442b42d8d17d99cf24dbbb157,train,Who is Littlewit's Mother-in-Law? ,Dame Purecraft,Dame Purecraft,Who is Littlewit s Mother-in-Law ?,Dame Purecraft,Dame Purecraft
2cf851eeec79ada442b42d8d17d99cf24dbbb157,train,Who is Dame Purecraft to Littlewit?,His mother-in-law.,Mother in Law.,Who is Dame Purecraft to Littlewit ?,His mother-in-law .,Mother in Law .
2dd23dbf75e37c1f35eb8e2e317a36b7033495d0,train,Who is against the Dalai Lama and religion?,Mao Zedong,Mao Zedong,Who is against the Dalai Lama and religion ?,Mao Zedong,Mao Zedong
2e3b266eda62694b15254616844a26d972f5939b,test,Who was Graeme's prisoner?,Isabel,Isabel Vere,Who was Graeme s prisoner ?,Isabel,Isabel Vere
2e3b266eda62694b15254616844a26d972f5939b,test,Who is Jedediah Cleishbotham?,A fictional editor of the Landlord series.,fictional editor,Who is Jedediah Cleishbotham ?,A fictional editor of the Landlord series .,fictional editor
2f413edcd92b785fe7bf948138fde95c1a1d2b9c,test,Who is Vanessa?,Fait's daughter and Ling's girlfriend,Fait's daughter,Who is Vanessa ?,Fait s daughter and Ling s girlfriend,Fait s daughter
2fc2cfddbe1ca72a7c2ae750a6c8b656dad60f9b,test,Who is Saul's supplier?,Red,Red,Who is Saul s supplier ?,Red,Red
301cb14d65a257ef05cf122e2c0635b531d6e33c,train,Who is Lina?,Lina is the creature who accompanies Curdie on his way to Gwynystrom.,Curdie's beast companion,Who is Lina ?,Lina is the creature who accompanies Curdie on his way to Gwynystrom .,Curdie s beast companion
311862def6b1e7d1cdf16a9b797f554e1dce866f,train,Who is Tommy's childhood sweetheart?,Nan,Nan,Who is Tommy s childhood sweetheart ?,Nan,Nan
311862def6b1e7d1cdf16a9b797f554e1dce866f,train,Who is Tommy's childhood freind?,Nan,Nan,Who is Tommy s childhood freind ?,Nan,Nan
311862def6b1e7d1cdf16a9b797f554e1dce866f,train,Who is bhaer's nephew?,Emil,Emil,Who is bhaer s nephew ?,Emil,Emil
31783db2180c4e27c1e7f920ce9433111cc676b2,test,Who is severely wounded?,Luka,Luka.,Who is severely wounded ?,Luka,Luka .
317fe46b2903da739b059733cd618db6ca49a494,train,Who is Jeff Lebowski?,Jeff Lebowski is also known as The Dude.,a slacker,Who is Jeff Lebowski ?,Jeff Lebowski is also known as The Dude .,a slacker
31c7eca71291b68f55dec4af7e61b6bcae8c5a8a,valid,Who is Pelagia?,Phiammon's long lost sister. ,Philammon's sister,Who is Pelagia ?,Phiammon s long lost sister .,Philammon s sister
31c7eca71291b68f55dec4af7e61b6bcae8c5a8a,valid,Who is Pelagia?,Philammon's long lost sister,Plilammon's long-lost sister,Who is Pelagia ?,Philammon s long lost sister,Plilammon s long-lost sister
31c7eca71291b68f55dec4af7e61b6bcae8c5a8a,valid,Who is Philammon's sister?,Pelagia.,Peligia,Who is Philammon s sister ?,Pelagia .,Peligia
31ce5b74112c35db9004ecd486c543e9373f5d53,train,Who is Caesar?,He is Bright Eyes' baby.,Bright eyes' offspring.,Who is Caesar ?,He is Bright Eyes ' baby .,Bright eyes ' offspring .
31ce5b74112c35db9004ecd486c543e9373f5d53,train,Who is Caesar?,Bright Eyes' infant.,Chimp ,Who is Caesar ?,Bright Eyes ' infant .,Chimp
331adcaf22f837c92a3c9ec6cc28b5a5c9689373,test,Who is John Carter?,The warlord of Mars?,Warlord of Mars,Who is John Carter ?,The warlord of Mars ?,Warlord of Mars
331adcaf22f837c92a3c9ec6cc28b5a5c9689373,test,Who is Carthoris' parents?,John Carter & Dejah Thoris of Helium,John Carter and Dejah Thoris,Who is Carthoris ' parents ?,John Carter & Dejah Thoris of Helium,John Carter and Dejah Thoris
331adcaf22f837c92a3c9ec6cc28b5a5c9689373,test,Who is princess of Ptarth?,Thuvia,Thuvia,Who is princess of Ptarth ?,Thuvia,Thuvia
33563aed8b26142ec99e57b67fe18f21f7c1c794,train,Who is Boone's girlfriend?,Lori Winston,Lori,Who is Boone s girlfriend ?,Lori Winston,Lori
344cddeff8cb90fe176ea9809fd8d3169a7dba34,test,Who is Austin to Maud?,Her father.,her father,Who is Austin to Maud ?,Her father .,her father
34d16136feb3eba74060953631414400f9a3cb20,train,Who is Edward Scrope?,Lord Bishop of Princhester,Lord Bishop of Princhester.,Who is Edward Scrope ?,Lord Bishop of Princhester,Lord Bishop of Princhester .
350c0f8265c2d1183fd9a7e2a92c748998ac8775,test,Who is David's captive?,A reptilian Mahar,A Mahar,Who is David s captive ?,A reptilian Mahar,A Mahar
3513ebaa62106c8e80a0c9723eb456f28950adb8,valid,Who is George Monck?,Governor of Scottland,Governor of Scotland,Who is George Monck ?,Governor of Scottland,Governor of Scotland
3513ebaa62106c8e80a0c9723eb456f28950adb8,valid,Who was Spitfire?,Wildrakes page.,Wildrake page,Who was Spitfire ?,Wildrakes page .,Wildrake page
35891de62bab83d5b312ddeb835c7e0b245e3282,test,Who was Keaton's lawyer?,Edie Finneran,Edie Finneran,Who was Keaton s lawyer ?,Edie Finneran,Edie Finneran
35ae42f3419e73b7c7357c222e494eaa4161026b,train,Who is Darla?,Sarah's mother,Sarah's mother ,Who is Darla ?,Sarah s mother,Sarah s mother
361364f57460139410c4130a1e7a58caf152c2bd,train,Who is Flor Moreno to Christina Moreno?,Mother.,she is her mother,Who is Flor Moreno to Christina Moreno ?,Mother .,she is her mother
3634471ed994ee7d4f382d8e7edbc56de5c28c42,train,Who is Dickie to Herbert Greenleaf?,his son,His son,Who is Dickie to Herbert Greenleaf ?,his son,His son
3634471ed994ee7d4f382d8e7edbc56de5c28c42,train,Who is Freddie Miles to Dickie?,His longtime friend.,friend,Who is Freddie Miles to Dickie ?,His longtime friend .,friend
3675e52aa687967667e5769337f0378715da9e3b,train,Who is Isabel Lahiri?,the Europol detective investigating the stock certificate theft,Detective,Who is Isabel Lahiri ?,the Europol detective investigating the stock certificate theft,Detective
36aeff55596623a6b66445379010c2a762ef920f,train,Who is Larsan's alter-ego?,Ballmeyer,Ballmeyer,Who is Larsan s alter-ego ?,Ballmeyer,Ballmeyer
36aeff55596623a6b66445379010c2a762ef920f,train,Who is Darzac in relationship to Ms Stangerson?,He is her fiance,Fiance,Who is Darzac in relationship to Ms Stangerson ?,He is her fiance,Fiance
36aeff55596623a6b66445379010c2a762ef920f,train,Who is Ballmeyer's alter-ego?,Detective Larson,Frederic Larsan,Who is Ballmeyer s alter-ego ?,Detective Larson,Frederic Larsan
36cdfca4aa4ecf0692b4c17f8fdc5c22dcf4d2e5,test,Who is Stella?,Stella is Uri's accountant and the object of his affection.,She is Uri's accountant,Who is Stella ?,Stella is Uri s accountant and the object of his affection .,She is Uri s accountant
36ce1aa16abd65ad7265a9601631209bb4f0c347,train,Who is Luhmberg?,"Peter's boss, the Vice President of Initech.",Initech's vice-president,Who is Luhmberg ?,"Peter s boss , the Vice President of Initech .",Initech s vice-president
3747036f950fe8f79cdaa0eb713104b9eb8af6c5,test,Who is Tommy Johnson?,A young black man they pick up on the road.,A young black man,Who is Tommy Johnson ?,A young black man they pick up on the road .,A young black man
37fa67ed55fc62766b9a5f0edcafcc360131aebb,train,Who is Gerald jealous of?,Loerke,Gudrun,Who is Gerald jealous of ?,Loerke,Gudrun
3886c254e53796b195d75a1208bdaf0ade8ffd9c,train,Who is Dr Margo?,Biologist ,An evolutionary biologist,Who is Dr Margo ?,Biologist,An evolutionary biologist
38e24416d39a0a285ef1693adad25c9ed0c94487,train,Who is Mirtha in relation to George?,His wife,His wife. ,Who is Mirtha in relation to George ?,His wife,His wife .
3907cf252b326a524485348ba766c9d55b691ed2,train,Who was behind the bedroom door?,Madeline.,Madeline,Who was behind the bedroom door ?,Madeline .,Madeline
3988c295053fe9eb18747b735259fe78a7e760fd,test,Who is Archibald Molfam's father-in-law?,Daniel Brewster,Daniel Brewster,Who is Archibald Molfam s father-in-law ?,Daniel Brewster,Daniel Brewster
3988c295053fe9eb18747b735259fe78a7e760fd,test,Who is Lucille?,Archie's wife.,Archie's wife,Who is Lucille ?,Archie s wife .,Archie s wife
39ab35eb8bdecda3cfd79433774fc63c7c699171,train,Who is Bettina in relation to Rosalie?,her sister,Her sister ,Who is Bettina in relation to Rosalie ?,her sister,Her sister
39b1f44ec2639226b6025140e2a7e7eaf570409e,train,Who is Lisa's brother?,Richie,Richie,Who is Lisa s brother ?,Richie,Richie
39c5eed544ceeb78eb3202d040eb35361d96945f,valid,Who is Valka?,Hiccup's mother who was believed dead.,Hiccup's mother,Who is Valka ?,Hiccup s mother who was believed dead .,Hiccup s mother
39c9fc154b2cc4030d2732fab674fc246eb28aed,test,Who is Benjamin Baker?,a barber,Sweeney Todd,Who is Benjamin Baker ?,a barber,Sweeney Todd
39c9fc154b2cc4030d2732fab674fc246eb28aed,test,Who is Sweeney Todd's daughter?,Johanna,Johanna,Who is Sweeney Todd s daughter ?,Johanna,Johanna
39f11774cd462fe3c40283af7c3778d18b78acb9,train,Who is Dante's current girlfriend?,Veronica Loughran,Vernonica,Who is Dante s current girlfriend ?,Veronica Loughran,Vernonica
39f11774cd462fe3c40283af7c3778d18b78acb9,train,Who is Caitlin Bree?,Dante's high school girlfriend.,A high school girlfriend of Dante's,Who is Caitlin Bree ?,Dante s high school girlfriend .,A high school girlfriend of Dante s
39fcd8f28d3cf91de459a71953a9ecaaea9f82b5,train,Who is Gray the paid compaion to?,Rosamund Hunt,Rosamund Hunt,Who is Gray the paid compaion to ?,Rosamund Hunt,Rosamund Hunt
39fcd8f28d3cf91de459a71953a9ecaaea9f82b5,train,Who is Smith's prosecutor?,Moses Gould,Moses Gould,Who is Smith s prosecutor ?,Moses Gould,Moses Gould
3a82541bb17890577626925533f6549efe5cf08e,test,Who is Marat Buzhayev?,The owner of the night club.,Bobby's boss,Who is Marat Buzhayev ?,The owner of the night club .,Bobby s boss
3aebde6419420eb6b02f3d21541565001cc7c695,valid,Who is Clough's longtime assistant?,Peter Taylor.,Peter Taylor,Who is Clough s longtime assistant ?,Peter Taylor .,Peter Taylor
3b017861cf026262a8fa4a2027a51f3218d38b13,train,Who is Ozias Midwinter's stepfather?,Mr. Neal,Mr Neal,Who is Ozias Midwinter s stepfather ?,Mr. Neal,Mr Neal
3b2427be8d3bbfe55590d1ce307f778ede5bbcd9,train,Who is Larry?,Frank's brother,Frank's brother,Who is Larry ?,Frank s brother,Frank s brother
3b2427be8d3bbfe55590d1ce307f778ede5bbcd9,train,Who is Kristy?,Larry and Julia's daughter.,Larry's daughter,Who is Kristy ?,Larry and Julia s daughter .,Larry s daughter
3b44f7e2fd553e6026c16fac3b179346a49647a3,train,Who is Edwards's brother? ,"Edmund, Earl of Kent","Edmund, Earl of Kent",Who is Edwards s brother ?,"Edmund , Earl of Kent","Edmund , Earl of Kent"
3b8b81b1451f953bfb01844ddd98542956290829,train,Who is responsible for the mysterious events?,Robur,Robur,Who is responsible for the mysterious events ?,Robur,Robur
3bbc2ac0b3ad1f68b4d7cf3d27e26a06268a80d1,test,Who is Patty?,Phoebe's maid.,Phoebe's maid.,Who is Patty ?,Phoebe s maid .,Phoebe s maid .
